season_id,media_id,title,index_show,is_finish,video_link,cover,pub_real_time,renewal_time,favorites,coins,views,danmakus,depth,download_timeout,download_slot,download_latency,media_tags,score,cm_count
26775,21993464,八月的棒球甜心,全12话,1,https://www.bilibili.com/bangumi/play/ss26775,http://i0.hdslb.com/bfs/bangumi/0966ed9776add4b8948a07402249a6d5ba9d65b8.png,1554652800,1562520900,127034,9081,1193932,22036,46,180.0,www.bilibili.com,0.15589404106140137,,9.0,866人评
5051,5051,星之梦～星之人～,全1话,1,https://www.bilibili.com/bangumi/play/ss5051,http://i0.hdslb.com/bfs/bangumi/1d33b1d6f9da2221fe1085f42c6b3028a6f069f2.jpg,1472832000,1488547809,126361,18741,985412,61290,46,180.0,www.bilibili.com,0.2096409797668457,,9.7,1900人评
1605,1605,灼眼的夏娜S,全4话,1,https://www.bilibili.com/bangumi/play/ss1605,http://i0.hdslb.com/bfs/bangumi/136f0d1b8eb40a03c8febe8662a71a095ec41389.jpg,1256227200,1423204497,127480,2987,942561,50215,46,180.0,www.bilibili.com,0.12345385551452637,,9.5,244人评
2820,2820,阳光中的青时雨,全4话,1,https://www.bilibili.com/bangumi/play/ss2820,http://i0.hdslb.com/bfs/bangumi/ea0e8a9029e8aa98dd7f2f53994331bed0b6a314.jpg,1383926400,1444479997,127257,2417,542311,10518,46,180.0,www.bilibili.com,0.2133328914642334,,9.7,380人评
2712,2712,黑塔利亚 The Beautiful World 第5期,全20话,1,https://www.bilibili.com/bangumi/play/ss2712,http://i0.hdslb.com/bfs/bangumi/24dc96dad53e6ae5fb6a7eecfad5e6630da44686.jpg,1359043200,1441681682,127788,5184,1977254,175374,46,180.0,www.bilibili.com,0.1551072597503662,,9.6,592人评
28614,28222722,募恋英雄,更新至第7话,0,https://www.bilibili.com/bangumi/play/ss28614,http://i0.hdslb.com/bfs/bangumi/9bc85efa5dc9918ada8d66635c3c3ce765e537da.jpg,1570377600,1574089200,127809,2540,1202759,8881,46,180.0,www.bilibili.com,0.14880824089050293,,8.7,317人评
6468,6468,牙狼 -VANISHING LINE-,全24话,1,https://www.bilibili.com/bangumi/play/ss6468,http://i0.hdslb.com/bfs/bangumi/fad478cedaded4a7cc1ab6f3508a0a9283832177.jpg,1507305600,1522828080,120608,7858,3348010,46224,47,180.0,www.bilibili.com,0.13032007217407227,,9.7,2100人评
2729,2729,温泉幼精箱根酱,全13话,1,https://www.bilibili.com/bangumi/play/ss2729,http://i0.hdslb.com/bfs/bangumi/3f9a49a9de748aabfbd921eb58b9cd4f5cc4e4e3.jpg,1443888000,1451232420,119997,2416,3322487,33290,47,180.0,www.bilibili.com,0.13286590576171875,,8.4,119人评
1389,1389,惊爆草莓,全26话,1,https://www.bilibili.com/bangumi/play/ss1389,http://i0.hdslb.com/bfs/bangumi/743ce2ca1bd4420e0f545d0c742bc2fb7f52ae95.jpg,1143993600,1295641680,121608,3078,845234,84381,47,180.0,www.bilibili.com,0.08851313591003418,,9.4,662人评
1118,1118,源氏物语千年纪 Genji,全11话,1,https://www.bilibili.com/bangumi/play/ss1118,http://i0.hdslb.com/bfs/bangumi/af8a011eaee977371962fa9212392c66302710ff.jpg,1231948800,1282734899,120166,1404,1130977,39588,47,180.0,www.bilibili.com,0.20340204238891602,,9.2,206人评
920,920,玛莉亚†狂热,全12话,1,https://www.bilibili.com/bangumi/play/ss920,http://i0.hdslb.com/bfs/bangumi/c6e82b6119613347dd723ae3cf9dbbf7893509f6.jpg,1230998400,1359126201,122786,2646,1441069,46077,47,180.0,www.bilibili.com,0.15185999870300293,,9.5,507人评
